EAN/GTIN,Repetidos,Codigo,Fabricante,Descrição dos Produtos
7891040121625,1,9252,SCOTCH 3M,PROT AUDITIV 3M ESPUM C/CORDAO
7891040124152,1,4254,SCOTCH 3M,CERA AUTO BRILHO 200G 3M P/CARROS 04608
7891040129980,1,13285,SCOTCH 3M,FITA FIXA FORTE 24MM X 2M TRANS
7891040149285,1,3592,SCOTCH 3M,FITA DUREX TRANSPARENTE 12MMX10M
7891040149483,1,3593,SCOTCH 3M,FITA DUREX TRANSPARENTE 18MMX50M
7891040154715,1,4443,SCOTCH 3M,FITA DEMARCACAO AZUL 50MMX30M
7891040154753,1,4446,SCOTCH 3M,FITA DEMARCACAO VERM 50MMX30M
7891040155354,1,4532,SCOTCH 3M,ABAFADOR DE RUIDO 3M
7891040160051,1,4442,SCOTCH 3M,FITA P/EMBALAG TRANSP 45MMX45M
7891040160068,1,4441,SCOTCH 3M,FITA P/EMBALAG MARROM 45MM/45M
7891040212781,1,13971,SCOTCH 3M,FITA ISOLANTE 10MT AMARELA TEMFLEX
7891040212804,1,13972,SCOTCH 3M,FITA ISOLANTE AZUL 10MTS
7891040212828,1,8404,SCOTCH 3M,FITA ISOLANTE BRANCA 10MT
7891040212842,1,13973,SCOTCH 3M,FITA ISOLANTE 10MT VERDE TEMFLEX
7891040212866,1,13974,SCOTCH 3M,FITA ISOLANTE 10MT VERM TEMFLEX
7891040216260,1,18811,SCOTCH 3M,FITA FIXA FORTE EXTREMA 24MM X 2MTS
7891040216321,1,8751,SCOTCH 3M,FITA CREPE TARTAN 18X50 3M
7891040219261,1,8752,SCOTCH 3M,FITA CREPE TARTAN 24X50 3M
7891040219285,1,9232,SCOTCH 3M,FITA CREPE MASK 48X50 (2810)
7891040224746,1,17950,SCOTCH 3M,ESTOJO FITA DUPLA FACE 19MM 5MT TRANSP
7891040246588,1,16964,SCOTCH 3M,MASCARA P/PINTOR 3M DOBRAVEL
7891040246595,1,17949,SCOTCH 3M,MASCARA C/RESPIRATORIO
7891055501528,1,18940,EXTRA,MOTORZINHO P/LIXAR
7891055610602,1,15650,RACUIA/TERUYA,ESCOVA SANITARIA C/POTE CONDOR
7891055610800,1,15709,RACUIA/TERUYA,ESCOVA SANITARIA NYLON LAVATINA
7891057000838,1,2864,JACKWALL,QUEIMADOR MICRO CHAMA 1/99
7891057001248,1,18138,JACKWALL,REGIST ESFERA GLP90 1/2 (IXE)
7891057001569,1,17230,JACKWALL,FLANGE 5/8 UNF TC 3/8 LEVE
7891057001705,1,2837,JACKWALL,REGISTRO 90 1/2 NPT (E)X TM 11 8MM
7891057002085,1,18666,JACKWALL,VALV NIPLE BORBOL 5/8 UNC X TM 5/16
7891057002320,1,13086,JACKWALL,ADAPTADOR 1/2 SPX APRAP 3/8 EXT 110955
7891057003617,1,19980,JACKWALL,GAS BUTANO JACKWAL
7891057006083,1,13087,JACKWALL,ADAPTADOR 1/2 BSPXINT 3/8
7891057006106,1,2871,JACKWALL,JOELHO 1/2BSP (I) XTM 3/8
7891057008377,1,2873,JACKWALL,TONEIRA 1/8 X 1/8 ROSC (INT/EXT)
7891057010240,1,18667,JACKWALL,KIT LIGACAO AQUCEDOR AGUA 40CM
7891057010561,1,2876,JACKWALL,JOELHO 1/2 X 3/8 ROSC INT/EXT
7891057109906,1,2901,JACKWALL,REGIST ESFER GLP 90.BORB 1/2(EXE)
7891057109937,1,2896,JACKWALL,REGISTRO 1/2 NPT (E) 1/2 NPT (E)
7891057121106,1,2892,JACKWALL,QUEIMADOR 1 MA�ARICO GAS
7891057121205,1,6126,JACKWALL,QUEIMADOR 2 MACARICO GAS
7891057121359,1,2865,JACKWALL,QUEIMADOR 3/74 MA�ARICO GAS
7891057121502,1,2861,JACKWALL,QUEIMADOR 5 LEQUE MACARICO GAS
7891057124558,1,2877,JACKWALL,TERMINAL MANG 1/2 BSP(I) X TM 3/8
7891057127351,1,2872,JACKWALL,MA�ARICO CONVENCIONAL 5/8
7891057143603,1,2884,JACKWALL,QUEIMAD P/CHURRASQ INFRA 2250 KCAL
7891057143771,1,15643,JACKWALL,TELA INOX QUEIM 2250 KCAL
7891057204274,1,2899,JACKWALL,CHICOTE FLEX 7/8EX 1/8 PT
7891057204403,1,2869,JACKWALL,CONJ 2P13 C/REG DOMESTICO
7891057204564,1,2870,JACKWALL,CONJ 2P-45 ULTRAGAS
7891057209750,1,2863,JACKWALL,REGISTRO ESFER GLP 90 BORBO 1/2
7891057224708,1,2878,JACKWALL,TERMINAL MANGUEIRA 1/2 NPT(E)X TM3/8
7891057226948,1,2842,JACKWALL,UNIAO RED 1/2 NPT 3/8 EXT
7891057230105,1,2846,JACKWALL,TERMIN MANG 1/2BSP(I) X 3/8
7891057232109,1,2835,JACKWALL,NIPLE BORBOLETA ROSCA 5/8 UNC
7891057609000,1,16916,JACKWALL,CORTADOR TUBO 1/8 A 1.1/8
7891057609505,1,16917,JACKWALL,FLANGEDOR TC 3/16 A 5/8
7891057934478,1,1156,JACKWALL,PASSADOR DE PAREDES S/REGISTRO
7891057937387,1,1095,JACKWALL,VALV SEGURANC P/FOG ROSC EXT 1/2
7891057937530,1,1094,JACKWALL,KIT LIGACAO AQUECEDOR DE AGUA 30CM
7891057937684,1,1096,JACKWALL,VALVUL SEGURANC P/FOG ROSC 1/2 INT
7891057942008,1,4787,JACKWALL,TUBO FLEXIVEL P/GAS 0.40M
7891057942114,1,4785,M.A REAL FERRAGENS,TUBO FLEXIVEL P/GAS 0.60M
7891057942121,1,4786,JACKWALL,TUBO FLEXIVEL P/GAS 0.80CM
7891057942138,1,4783,JACKWALL,TUBO FLEXIVEL P/GAS 1.00MTS
7891057942145,1,4784,JACKWALL,TUBO FLEXIVEL P/GAS 1.20MTS
7891057943654,1,21485,JACKWALL,REGULADOR GLP 5KG/H 2.8 C/REG 3/8 5/8
7891057944781,1,21484,JACKWALL,LIGA�AO FLEXIVEL AGUA DIAM 1/2 40CM 1/2
7891060007749,1,18545,MUNDIAL,"FACA E COZINHA 20,3CM SORT"
7891060007756,1,18546,MUNDIAL,"FACA P/PAO 20,3 CM SORT"
7891060023732,1,7838,"WESTER ""ETILUX""","CUTELO CB BRANCO MUNDIAL 17,8CM"
7891060679724,1,21973,ARCOM,ALICATE CUTICULA MUNDIAL 522
7891060679731,1,9917,"WESTER ""ETILUX""",ALICATE UNHA 520C
7891060679786,1,8579,MUNDIAL,TESOURA DE UNHA MUNDIAL
7891060680577,1,4124,MUNDIAL,TESOURA DOMESTICA 15CM (437/6)
7891060680713,1,9913,MUNDIAL,TESOURA DOMESTICA 21CM
7891060680744,1,9914,MUNDIAL,TESOURA COSTURA 19CM 662N
7891060680782,1,9912,MUNDIAL,TESOURA PARA PICOTAR 21CM
7891060680829,1,4127,MUNDIAL,TESOURA COSTURA 24CM MUNDIAL
7891060836264,1,18040,"WESTER ""ETILUX""",TESOURA UNHA MUNDIAL RETA
7891060836288,1,18041,"WESTER ""ETILUX""",TESOURA UNHA MUNDIAL CURVA
7891060874723,1,9920,MUNDIAL,FACA CARNE 25CM MUNDIAL 7020-10
7891060884951,1,18549,MUNDIAL,"CHAIRA 25CM 10""MUNDIAL"
7891060921250,1,18543,MUNDIAL,FACA DE COZINHA 17CM
7891060930337,1,20475,ARCOM,ALICATE CUTICULA MUNDIAL VM PR
7891060930498,1,20476,ARCOM,ALICATE CUTICULA MUNDIAL VM VM
7891060950915,1,15708,RACUIA/TERUYA,ESPATULA MUNDIAL P/CHAPEITO RETA
7891060950953,1,15707,RACUIA/TERUYA,ESPATULA MUNDIAL P/CHAPEIRO CURVA
7891060987188,1,8524,MUNDIAL,TESOURA REFILAR CURVA MUNDIAL
7891060993479,1,9805,"WESTER ""ETILUX""","CHAIRA MUNDIAL 30CM 12"""
7891065000141,1,5929,PADO,CADEADO 20MM
7891065000158,1,5930,PADO,CADEADO 25MM
7891065000165,1,5931,PADO,CADEADO 30MM
7891065000172,1,5932,PADO,CADEADO 35MM
7891065000189,1,5934,PADO,CADEADO 45MM
7891065000196,1,5935,PADO,CADEADO 50MM
7891065000660,1,5924,PADO,FECH ZM FRANCESA ESP 725/01 CR
7891065006198,1,17198,PADO,CADEADO SM LT 35/50MM
7891065011635,1,5933,PADO,CADEADO 40MM
7891071202102,1,11370,CORONA,RESISTENCIA DSS 127V 4400W (70005)
7891071332106,1,6073,CORONA,CHUVEIRO GORDUCHA 4T 127V 5400W
7891071442102,1,6074,CORONA,RESISTENCIA 5400W 127V
7891071452101,1,6072,CORONA,RESISTENCIA GORDUCHA 4T 127V 5450W
7891071472109,1,15758,CORONA,RESISTENCIA MEGA BANHO 127V 5500
7891071492107,1,15051,CORONA,RESISTENCIA BANHAO 127V 5500W
7891071582105,1,4565,CORONA,RESISTENCIA DSS ART TURBO 127/5500W
7891071652105,1,19735,CORONA,RESIST SPCE/SMART/MEGA 4T 5500W 127V
7891071772001,1,18859,CORONA,RESIST HIDRA MINHA DUCHA 5500W 127V
7891106002134,1,9081,PISA,CORANTE EM PO XADREZ AMARELO 250GR
7891106002158,1,9082,PISA,CORANTE EM PO XADREZ AZUL 250GR
7891106002172,1,9086,PISA,CORANTE EM PO XADREZ VERMELHO 250G
7891106002196,1,9085,PISA,CORANTE EM PO XADREZ VERDE 250G
7891106002219,1,9084,PISA,CORANTE EM PO XADREZ PRETO 250GR
7891106002233,1,9083,PISA,CORANTE EM PO XADREZ MARROM 250GR
7891108008004,1,16939,PMI SOUTH,POTE TERMICO 2LTS AZUL
7891108012216,1,20884,PMI SOUTH,GARRAFA TERMICA MASSIMA 500ML
7891108014050,1,16938,PMI SOUTH,GARRAFAO TERMICO 5LT AZUL
7891108020600,1,10278,PMI SOUTH,GARRAFA TERMICA PAMPA ROLHA BICO 1LT
7891108030210,1,10286,PMI SOUTH,GARRAFA TERMICA ATX FUTURA 750ML
7891108030272,1,10280,PMI SOUTH,GARRAFA TERMICA ATX CONTINENTAL MR 1LT
7891108030289,1,576,PMI SOUTH,GARRAFA TERMICA ATX CONTINENTAL MR 1/2
7891108030517,1,14554,PMI SOUTH,BULE TERMICO PLAST 750ML BRANCO/PRETO
7891108030722,1,22374,PMI SOUTH,BULE TERMICO GT VERONA E SHARK 750ML
7891108032290,1,10277,PMI SOUTH,GARRAFA TERM ATX CONTIN COFF LINE 1/2L
7891108032627,1,20885,PMI SOUTH,GARRAFA TERMICA MASSIMA 1LT
7891108032641,1,10273,PMI SOUTH,GARRAFA TERMICA ATX FLOR REQUINTE 1LT
7891108032689,1,10279,PMI SOUTH,GARRAFA TERMICA SAJ FLOR REQUINTE
7891108033044,1,20886,PMI SOUTH,GARRAFA TERMICA MASSIMA LISA 1LT
7891108033242,1,22375,PMI SOUTH,GARRAFA TERMICA MASSIMA 1LT
7891108033273,1,3879,PMI SOUTH,GARRAFA TERMICA ATX COFFE LINE 1LT
7891108033297,1,14555,PMI SOUTH,GARRAFA TERMICA SAJ COFFE LINE
7891108035321,1,10271,PMI SOUTH,GARRAFA TERMICA VACUM BOTTLE CONT 1L
7891108035369,1,10272,PMI SOUTH,GARRAFA TERMICA ATX CONTINENTAL BR 1/2LT
7891108038193,1,20887,PMI SOUTH,GARRAFA TERMICA MASSIMA 1LT
7891108038612,1,15694,PMI SOUTH,GARRAFA TERMICA ATX RATTAN MR 1LT
7891108048000,1,20472,PMI SOUTH,CAIXA TERMICA REFORCADA 24LTS
7891112002357,1,12547,TRAMONTINA,TESOURA ACO INOX 5 (25901/105)
7891112002364,1,12548,TRAMONTINA,"TESOURA ACO INOX 5"" 25904/105"
7891112002371,1,12392,TRAMONTINA,"TESOURA CABELEREIRO INOX 6"" (25905/106)"
7891112002388,1,14673,TRAMONTINA,TESOURA BORDAD INOX 5 SUPERCORT 25907/15
7891112002395,1,11171,TRAMONTINA,TESOURA COSTURA TRAMONTINA 8
7891112002531,1,12381,TRAMONTINA,FACA INOX 3 P/LEGUMES TRADICIONAL
7891112002548,1,18614,TRAMONTINA,FACA INOX 7 P/PAO TRADICIONAL
7891112002586,1,12346,TRAMONTINA,FACA INOX 6 TRADICIONAL
7891112002593,1,12347,TRAMONTINA,FACA INOX 7 TRADICIONAL
7891112002609,1,12348,TRAMONTINA,FACA INOX 8 TRADICIONAL
7891112003019,2,12338,TRAMONTINA,FACA PEIXEIRA INOX 6
7891112003019,2,18622,TRAMONTINA,FACA PEIXEIRA 6 INOX DYNAMIC
7891112003026,1,15776,TRAMONTINA,"FACA PEIXEIRA INOX UNIVERSA 7"""
7891112003033,2,12339,TRAMONTINA,FACA PEIXEIRA INOX 8
7891112003033,2,18584,TRAMONTINA,FACA PEIXEIRA 8 INOX DYNAMIC
7891112003040,2,15775,TRAMONTINA,"FACA PEIXEIRA INOX UNIVERSA 9"""
7891112003040,2,18582,TRAMONTINA,FACA PEIXEIRA 9 INOX DYNAMIC
7891112003057,1,18803,TRAMONTINA,FACA P/CARNE 6 INOX PLENUS
7891112003064,1,18597,TRAMONTINA,FACA P/CARNE 7 INOX PLENUS
7891112003071,1,18583,TRAMONTINA,FACA P/CARNE 8 INOX PLENUS
7891112003651,1,18619,TRAMONTINA,FACA PEIXEIRA 5 CARBON
7891112003668,1,18617,TRAMONTINA,FACA PEIXEIRA 6 CARBON
7891112003675,1,18618,TRAMONTINA,FACA PEIXEIRA 7 CARBON
7891112003682,1,18621,TRAMONTINA,FACA PEIXEIRA 8 CARBON
7891112003699,1,18799,TRAMONTINA,FACA PEIXEIRA 9 CARBON
7891112004108,1,18804,TRAMONTINA,CANIVETE INOX 3
7891112004115,1,18805,TRAMONTINA,CANIVETE INOX 3
7891112004818,1,12549,TRAMONTINA,TESOURA ACO INOX 7 (25905/107)
7891112004825,1,12550,TRAMONTINA,"TESOURA ACO INOX 7"" 25912/107"
7891112010574,1,13729,TRAMONTINA,FACAO CARBONO 20
7891112011021,1,12538,TRAMONTINA,"FACAO CARBONO 14"""
7891112011441,1,12337,TRAMONTINA,TESOURA CABELEREIRO INOX 7�SUPERCORTE
7891112011489,1,12539,TRAMONTINA,"FACAO CARBONO 16"""
7891112011496,1,12545,TRAMONTINA,"FACAO CARBONO 18"""
7891112013803,1,12228,TRAMONTINA,FACAO CARBONO 10
7891112013810,1,12537,TRAMONTINA,"FACAO CARBONO 12"""
7891112014961,1,18624,TRAMONTINA,FACA PEIXEIRA 7 INOX DYNAMIC
7891112018143,1,11704,TRAMONTINA,FACA PEIXEIRA 5 INOX DYNAMIC
7891112019461,1,18800,TRAMONTINA,CUTELO CARBONO 6 CARBON
7891112027015,1,3611,TRAMONTINA,TESOURA USO GERAL 25950/147
7891112027022,1,4063,TRAMONTINA,TESOURA USO GERAL INOX 8 EXT CORTE
7891112052499,2,15788,TRAMONTINA,FACA DESOSSAR INOX PROFISSIONAL
7891112052499,2,18602,TRAMONTINA,FACA DESOSSAR 7 INOX PROF MASTER
7891112052826,1,21469,TRAMONTINA,FACA PROF 8 MASTER
7891112052949,1,12542,TRAMONTINA,FACA P/CARNE 10 PROF MASTER
7891112052956,1,12543,TRAMONTINA,"FACA CARNE INOX PROFISSIONAL 12"""
7891112054288,2,12336,TRAMONTINA,"FACA DESSOSAR INOX 5"" PROF"
7891112054288,2,12541,TRAMONTINA,FACA P/DESSOSSAR 6 INOX PROF MASTER
7891112054486,1,18612,TRAMONTINA,FACA PROF 10 MASTER
7891112056480,1,11699,TRAMONTINA,FACA INOX CONJ C/3 PCS NEW COLOR
7891112056947,1,11701,TRAMONTINA,GARFO INOX NEW COLOR 3PCS
7891112057036,1,11702,TRAMONTINA,COLHER INOX 3PCS NEW KOLOR
7891112061095,1,12363,TRAMONTINA,CORTADOR DE PIZZA INOX TRAMONTINA
7891112062634,1,12394,TRAMONTINA,ESCUMADEIRA INOX UTILITA BR
7891112062832,1,12379,TRAMONTINA,COLHER P/ARROZ INOX
7891112068070,1,18613,TRAMONTINA,FACA P/LEGUMES 3 INOX ULTRACORT
7891112068216,1,15779,TRAMONTINA,FACA P/PAO INOX 7 ULTRACORTE
7891112068278,2,15780,TRAMONTINA,"FACA P/COZINHA INOX ULTRACORTE 6"""
7891112068278,2,18611,TRAMONTINA,FACA P/COZINHA 6 INOX ULTRACORT
7891112068285,2,15781,TRAMONTINA,"FACA P/CARNE INOX ULTAFORT 7"""
7891112068285,2,18801,TRAMONTINA,FACA P/CARNE 7 INOX ULTRA CORTE
7891112068292,1,15782,TRAMONTINA,FACA P/CARNE 8 INOX ULTRACORT
7891112082717,1,12554,TRAMONTINA,FACA P/LEGUMES INOX 4 PREMIUM
7891112082731,1,18601,TRAMONTINA,FACA DESOSSAR 5 INOX PREMIUM
7891112082762,2,12329,TRAMONTINA,FACA P/CARNE 6 INOX PREMIUM
7891112082762,2,18609,TRAMONTINA,FACA P/CARNE 6 INOX PREMIUM
7891112082779,1,12330,TRAMONTINA,FACA P/CARNE 8 INOX PREMIUM
7891112082823,1,15784,TRAMONTINA,FACA P/CARNE 7 INOX PREMIUM
7891112082830,1,18607,TRAMONTINA,FACA INOX P/CARNE 8 PREMIUM
7891112082854,2,12358,TRAMONTINA,"FACA P/DESSOSAR INOX PREMIUM 6"""
7891112082854,2,18802,TRAMONTINA,FACA DESOSSAR 6 INOX PREMIUM
7891112082885,1,17438,TRAMONTINA,FACA INOX P/CARNE 10 PREMIUM
7891112082922,1,15785,TRAMONTINA,FACA P/CARNE INOX PREMIUM 10
7891112090538,1,12378,TRAMONTINA,CONCHA DE SORVETE BRANCA
7891112173330,1,290,TRAMONTINA,CONJUNTO FACAS INOX 3P�S LEME PRE
7891112280946,1,12551,TRAMONTINA,TESOURA MULTIUSO INOX 9 (25920/109)
7891112280960,1,21472,TRAMONTINA,TESOURA CABELELEIRO INOX 6 SUPERCORT ONI
7891112280977,1,21470,TRAMONTINA,TESOURA COZINHA INOX 8 SUPERCORT ONI
7891112280984,1,21471,TRAMONTINA,TESOURA COSTURA INOX 7 SUPERCORT ONI
7891112281011,1,21473,TRAMONTINA,TESOURA COSTURA INOX 8 SUPERCORT
7891114001266,1,12227,TRAMONTINA,"ARCO DE SERRA FIXO 12"" 43301/012"
7891114003024,1,12217,TRAMONTINA,MACHADINHA DE UNHA 450G
7891114003833,1,12490,TRAMONTINA,MARTELO VIDRACEIRO 50G (40430/000)
7891114008708,1,12200,TRAMONTINA,"ALICATE BOMBA D�AGUA 10""TRAMONTINA"
7891114008869,1,12202,TRAMONTINA,ALICATE UNIVERSAL 8�CB AMARELO
7891114008883,1,12197,TRAMONTINA,"ALICATE CORTE DIAGONAL 6"" 41006/106"
7891114009088,1,12259,TRAMONTINA,CHAVE FIXA 25X28MM
7891114009095,1,12260,TRAMONTINA,CHAVE FIXA 27X32MM
7891114009101,1,12299,TRAMONTINA,CHAVE ESTRELA 6X7MM
7891114009118,1,12300,TRAMONTINA,CHAVE ESTRELA 8X9MM
7891114009125,1,12301,TRAMONTINA,CHAVE ESTRELA 10X11MM
7891114009132,1,12302,TRAMONTINA,CHAVE ESTRELA 12X13MM
7891114009149,1,12304,TRAMONTINA,CHAVE ESTRELA 14X15MM
7891114009156,1,12305,TRAMONTINA,CHAVE ESTRELA 16X17MM
7891114009163,1,12243,TRAMONTINA,CHAVE ESTRELA 18X19MM
7891114009170,1,12244,TRAMONTINA,CHAVE ESTRELA 20X22MM
7891114009231,1,12277,TRAMONTINA,CHAVE COMBINADA 9MM
7891114009248,1,12278,TRAMONTINA,CHAVE COMBINADA 10MM
7891114009255,1,12279,TRAMONTINA,CHAVE COMBINADA 11MM
7891114009262,1,12280,TRAMONTINA,CHAVE COMBINADA 12MM
7891114009279,1,12281,TRAMONTINA,CHAVE COMBINADA 13MM
7891114009309,1,12284,TRAMONTINA,CHAVE COMBINADA 16MM
7891114009316,1,12285,TRAMONTINA,CHAVE COMBINADA 17MM
7891114009330,1,12287,TRAMONTINA,CHAVE COMBINADA 19MM
7891114009620,1,12216,TRAMONTINA,SERROTE DE PODA 12 (43291/012)
7891114009859,1,12196,TRAMONTINA,"ALICATE BICO MEIA CANA 6""TRAMONTINA"
7891114010848,1,12510,TRAMONTINA,"CHAVE FENDA 1/8X3"""
7891114010855,1,12511,TRAMONTINA,"CHAVE FENDA 1/8X4"""
7891114010862,1,12512,TRAMONTINA,CHAVE FENDA 1/8X5
7891114010879,1,12513,TRAMONTINA,"CHAVE FENDA 1/8X6"""
7891114010886,1,12514,TRAMONTINA,"CHAVE FENDA 3/16X3"""
7891114010893,1,12515,TRAMONTINA,"CHAVE FENDA 3/16X4"""
7891114010909,1,12516,TRAMONTINA,"CHAVE FENDA 3/16X5"""
7891114010916,1,12517,TRAMONTINA,"CHAVE FENDA 3/16X6"""
7891114010923,1,12518,TRAMONTINA,"CHAVE FENDA 1/4X4"""
7891114010930,1,12519,TRAMONTINA,"CHAVE FENDA 1/4X5"""
7891114010947,1,12520,TRAMONTINA,"CHAVE FENDA 1/4X6"""
7891114010954,1,12521,TRAMONTINA,"CHAVE FENDA 1/4X8"""
7891114010961,1,12522,TRAMONTINA,"CHAVE FENDA 1/4X10"""
7891114010978,1,12523,TRAMONTINA,"CHAVE DE FENDA 5/16X4"""
7891114010985,1,12524,TRAMONTINA,"CHAVE DE FENDA 5/16X5"""
7891114010992,1,12525,TRAMONTINA,"CHAVE DE FENDA 5/16X6"""
7891114011005,1,12526,TRAMONTINA,"CHAVE DE FENDA 5/16X8"""
7891114011012,1,12527,TRAMONTINA,"CHAVE DE FENDA 5/16X10"""
7891114011029,1,12529,TRAMONTINA,CHAVE DE FENDA 3/8X6
7891114011036,1,12530,TRAMONTINA,"CHAVE DE FENDA 3/8X8"""
7891114011043,1,12531,TRAMONTINA,"CHAVE DE FENDA 3/8X10"""
7891114011050,1,12261,TRAMONTINA,"CHAVE PHILLIPS 1/8X3"""
7891114011067,1,12263,TRAMONTINA,"CHAVE PHILLIPS 3/16X3"""
7891114011074,1,12264,TRAMONTINA,"CHAVE PHILLIPS 3/16X4"""
7891114011081,1,12266,TRAMONTINA,"CHAVE PHILLIPS 1/4X4"""
7891114011098,1,12267,TRAMONTINA,"CHAVE PHILLIPS 1/4X6"""
7891114011104,1,5784,TRAMONTINA,"CHAVE PHILLIPS 5/16X6"""
7891114011111,1,5785,TRAMONTINA,CHAVE PHILLIPS 3X8/8
7891114013764,1,12478,TRAMONTINA,"CHAVE FENDA TOCO 3/16X11/2"""
7891114013771,1,12479,TRAMONTINA,"CHAVE FENDA TOCO 1/4X11/2"""
7891114013788,1,12271,TRAMONTINA,CHAVE PHILLIPS 3/16X1.1/2TOCO
7891114013795,1,12272,TRAMONTINA,"CHAVE PHILLIPS 1/4X1.1/2""TOCO"
7891114013948,1,12528,TRAMONTINA,CHAVE DE FENDA 5/16X12
7891114013955,1,12532,TRAMONTINA,"CHAVE DE FENDA 3/8X12"""
7891114013962,1,12262,TRAMONTINA,"CHAVE PHILLIPS 1/8X5"""
7891114013979,1,12265,TRAMONTINA,"CHAVE PHILLIPS 3/16X6"""
7891114013986,1,12268,TRAMONTINA,"CHAVE PHILLIPS 1/4X8"""
7891114014686,1,12245,TRAMONTINA,CHAVE ESTRELA 21X23MM
7891114014693,1,12246,TRAMONTINA,CHAVE ESTRELA 24X26MM
7891114014709,1,12247,TRAMONTINA,CHAVE ESTRELA 25X28MM
7891114014716,1,12248,TRAMONTINA,CHAVE ESTRELA 27X32MM
7891114014730,1,12292,TRAMONTINA,CHAVE COMBINADA 24MM
7891114014747,1,12293,TRAMONTINA,CHAVE COMBINADA 25MM
7891114014754,1,12294,TRAMONTINA,CHAVE COMBINADA 26MM
7891114014761,1,12295,TRAMONTINA,CHAVE COMBINADA 27MM
7891114014778,1,12296,TRAMONTINA,CHAVE COMBINADA 28MM
7891114014792,1,12298,TRAMONTINA,CHAVE COMBINADA 32MM
7891114016161,1,12239,TRAMONTINA,MARTELO UNHA 20MM BASIC TRAMONTINA
7891114016178,1,12242,TRAMONTINA,MARTELO UNHA 23MM (40370/023)
7891114016185,1,12241,TRAMONTINA,MARTELO UNHA 25MM BASIC 40370/025
7891114016192,1,12484,TRAMONTINA,MARTELO UNHA 27MM 40370/027
7891114016260,1,12237,TRAMONTINA,JOGO FERRAMENTAS 4PCS TRAMONTINA
7891114026825,1,12199,TRAMONTINA,MINI ARCO DE SERRA (43315/012)
7891114029925,1,2453,TRAMONTINA,JOGO CHAVE FENDA/PHIL C/6PCS
7891114045246,1,12494,TRAMONTINA,MARTELO BOLA BASIC 300GR TRAM (40410/012
7891114045253,1,12495,TRAMONTINA,MARTELO BOLA BASIC 400GR (40410/016)
7891114051797,1,5282,TRAMONTINA,ESTILETE PROFISSIONAL 18MM
7891114057911,1,11887,TRAMONTINA,"ALICATE UNIVERSAL 8""PRO"
7891114058048,1,12238,TRAMONTINA,SERROTE UTILITY 16 TRAMONTINA
7891114061321,1,12234,TRAMONTINA,"ALICATE UNIVERSAL 7"" 41002/107"
7891114062342,1,12198,TRAMONTINA,"ALICATE PRESSAO 10""TRAMONTINA"
7891114062922,1,12218,TRAMONTINA,SERROT PODA SUPERCUT 14 (43294/014)
7891114063448,1,12249,TRAMONTINA,CHAVE FIXA 6X7MM
7891114063455,1,12250,TRAMONTINA,CHAVE FIXA 8X9MM
7891114063462,1,12251,TRAMONTINA,CHAVE FIXA 10X11MM
7891114063479,1,12252,TRAMONTINA,CHAVE FIXA 12X13MM
7891114063486,1,12253,TRAMONTINA,CHAVE FIXA 14X15MM
7891114063493,1,12254,TRAMONTINA,CHAVE FIXA 16X17MM
7891114063509,1,12274,TRAMONTINA,CHAVE COMBINADA 6MM
7891114063516,1,12275,TRAMONTINA,CHAVE COMBINADA 7MM
7891114063523,1,12276,TRAMONTINA,CHAVE COMBINADA 8MM
7891114063585,1,12282,TRAMONTINA,CHAVE COMBINADA 14MM
7891114063592,1,12283,TRAMONTINA,CHAVE COMBINADA 15MM
7891114063981,1,12220,TRAMONTINA,ALICATE MEIA CANA 5 (41105/301)
7891114063998,1,12222,TRAMONTINA,ALICATE CORTE DIAGONAL 4 (41105/302)
7891114064001,1,12221,TRAMONTINA,ALICATE BICO REDOND 5 (41105/303)
7891114065534,1,12232,TRAMONTINA,"JOGO SOQUETE 1/4"" 24 PCS TRAMONTINA"
7891114066609,1,12286,TRAMONTINA,CHAVE COMBINADA 18MM
7891114067279,1,12223,TRAMONTINA,JOGO CHAVE FENDA 7PCS TRAMONTINA
7891114067293,1,12225,TRAMONTINA,KIT VERSATIL 8PCS 43408/112
7891114068955,1,12219,TRAMONTINA,JOGO DE FERRAMENTAS 7PCS 43408/109
7891114068962,1,12224,TRAMONTINA,JOGO FERRAMENTAS 4 PCS TRAMONTINA
7891114072709,1,12235,TRAMONTINA,KIT FERRAMENTAS 4PC
7891114072747,1,12236,TRAMONTINA,KIT FERRAMENTAS 4P�S 43408/138
7891114077162,1,12240,TRAMONTINA,TORQUES ARMADOR 12 41052/112
7891114081473,1,12485,TRAMONTINA,MARTELO UNHA 29MM 40370/029
7891114089882,1,5786,TRAMONTINA,MALETA C/SOQUETES E ACESSORIOS 1/2 22P�S
7891114090260,1,20142,TRAMONTINA,CHAVE CANHAO TRAMONTINA 6MM
7891114090277,1,20143,TRAMONTINA,CHAVE CANHAO TRAMONTINA 7MM
7891114090284,1,20144,TRAMONTINA,CHAVE CANHAO TRAMONTINA 8MM
7891114091069,1,12483,TRAMONTINA,MARTELO DE UNHA 18MM TRAMONTINA
7891114092882,1,12255,TRAMONTINA,CHAVE FIXA 18X19MM
7891114092899,1,12256,TRAMONTINA,CHAVE FIXA 20X22MM
7891114092905,1,12257,TRAMONTINA,CHAVE FIXA 21X23MM
7891114092912,1,12258,TRAMONTINA,CHAVE FIXA 24X26MM
7891114093117,1,12288,TRAMONTINA,CHAVE COMBINADA 20MM
